id,ride_id,timestamp,rpm,speed_kph,torque_nm,voltage_out,power_band,temp_c,humidity_pct,fluid_loss_l,sweat_rate_l_hr,skin_temp_c,battery_voltage_v,motor_current_a,motor_power_w,ml_sweat_probability,sweat_reduction_active
28604,RIDE_20260416_102808,2026-04-16 10:37:44.452964+00,72.7,24.4,162.9,2.5,LOW,13.77,83.37,0.0,0.0,25.0,,,,0,false
28605,RIDE_20260416_102808,2026-04-16 10:37:45.45474+00,74.2,24.4,166.9,2.5,LOW,13.77,83.37,0.0,0.0,25.0,,,,0,false
28606,RIDE_20260416_102808,2026-04-16 10:37:46.455913+00,31.4,24.2,151.7,2.5,LOW,13.77,83.37,0.0,0.0,25.0,,,,0,false
28607,RIDE_20260416_102808,2026-04-16 10:37:47.458246+00,10.8,23.7,118.4,1.0,LOW,13.77,83.37,0.0,0.0,25.0,,,,0,false
28608,RIDE_20260416_102808,2026-04-16 10:37:48.464359+00,0.0,23.2,115.2,1.0,LOW,13.77,83.37,0.0,0.0,25.0,,,,0,false
28609,RIDE_20260416_102808,2026-04-16 10:37:49.466696+00,0.0,22.2,110.2,1.0,LOW,13.77,83.37,0.0,0.0,25.0,,,,0,false
28610,RIDE_20260416_102808,2026-04-16 10:37:50.468413+00,63.1,21.5,135.6,2.5,LOW,13.77,83.37,0.0,0.0,25.0,,,,0,false
28611,RIDE_20260416_102808,2026-04-16 10:37:51.517628+00,16.4,21.2,139.9,1.0,LOW,13.71,83.58,0.0,0.0,25.0,,,,0,false
28612,RIDE_20260416_102808,2026-04-16 10:37:52.519615+00,0.0,19.2,134.2,1.0,LOW,13.71,83.58,0.0,0.0,25.0,,,,0,false
28613,RIDE_20260416_102808,2026-04-16 10:37:53.521295+00,0.0,16.4,132.9,1.0,LOW,13.71,83.58,0.0,0.0,25.0,,,,0,false
28614,RIDE_20260416_102808,2026-04-16 10:37:54.525725+00,0.0,15.4,131.8,1.0,LOW,13.71,83.58,0.0,0.0,25.0,,,,0,false
28615,RIDE_20260416_102808,2026-04-16 10:37:55.527413+00,0.0,14.3,130.5,1.0,LOW,13.71,83.58,0.0,0.0,25.0,,,,0,false
28616,RIDE_20260416_102808,2026-04-16 10:37:56.534985+00,0.0,9.9,129.6,1.0,LOW,13.71,83.58,0.0,0.0,25.0,,,,0,false
28617,RIDE_20260416_102808,2026-04-16 10:37:57.53751+00,20.1,5.7,150.3,1.0,LOW,13.71,83.58,0.0,0.0,25.0,,,,0,false
28618,RIDE_20260416_102808,2026-04-16 10:37:58.538942+00,12.0,5.7,145.4,1.0,LOW,13.71,83.58,0.0,0.0,25.0,,,,0,false
28619,RIDE_20260416_102808,2026-04-16 10:37:59.540907+00,5.2,0.0,155.0,1.0,LOW,13.71,83.58,0.0,0.0,25.0,,,,0,false
28620,RIDE_20260416_102808,2026-04-16 10:38:00.542152+00,20.7,0.0,152.3,2.5,LOW,13.71,83.58,0.0,0.0,25.0,,,,0,false
28621,RIDE_20260416_102808,2026-04-16 10:38:01.591312+00,54.6,7.0,149.3,2.5,LOW,13.79,83.89,0.0,0.0,25.0,,,,0,false
28622,RIDE_20260416_102808,2026-04-16 10:38:02.593163+00,67.0,14.7,164.3,2.5,LOW,13.79,83.89,0.0,0.0,25.0,,,,0,false
28623,RIDE_20260416_102808,2026-04-16 10:38:03.594901+00,75.4,19.1,152.4,2.5,LOW,13.79,83.89,0.0,0.0,25.0,,,,0,false
28624,RIDE_20260416_102808,2026-04-16 10:38:04.597336+00,81.1,22.9,159.3,2.5,LOW,13.79,83.89,0.0,0.0,25.0,,,,0,false
28625,RIDE_20260416_102808,2026-04-16 10:38:05.604233+00,81.7,24.6,149.5,2.5,LOW,13.79,83.89,0.0,0.0,25.0,,,,0,false
28626,RIDE_20260416_102808,2026-04-16 10:38:06.60582+00,76.0,24.4,169.2,2.5,LOW,13.79,83.89,0.0,0.0,25.0,,,,0,false
28627,RIDE_20260416_102808,2026-04-16 10:38:07.609326+00,78.9,25.7,145.8,1.0,LOW,13.79,83.89,0.0,0.0,25.0,,,,0,false
28628,RIDE_20260416_102808,2026-04-16 10:38:08.611345+00,80.0,26.5,153.7,1.0,LOW,13.79,83.89,0.0,0.0,25.0,,,,0,false
28629,RIDE_20260416_102808,2026-04-16 10:38:09.613453+00,83.0,27.3,163.7,1.0,LOW,13.79,83.89,0.0,0.0,25.0,,,,0,false
28630,RIDE_20260416_102808,2026-04-16 10:38:10.616677+00,84.7,28.0,153.7,1.0,LOW,13.79,83.89,0.0,0.0,25.0,,,,0,false
28631,RIDE_20260416_102808,2026-04-16 10:38:11.704846+00,82.3,28.2,158.6,1.0,LOW,13.71,84.2,0.0,0.0,25.0,,,,0,false
28632,RIDE_20260416_102808,2026-04-16 10:38:12.671626+00,84.0,28.6,155.4,1.0,LOW,13.71,84.2,0.0,0.0,25.0,,,,0,false
28633,RIDE_20260416_102808,2026-04-16 10:38:13.673267+00,84.6,28.8,157.1,1.0,LOW,13.71,84.2,0.0,0.0,25.0,,,,0,false
28634,RIDE_20260416_102808,2026-04-16 10:38:14.675372+00,88.7,29.1,153.4,1.0,LOW,13.71,84.2,0.0,0.0,25.0,,,,0,false
28635,RIDE_20260416_102808,2026-04-16 10:38:15.683089+00,88.2,29.0,154.3,1.0,LOW,13.71,84.2,0.0,0.0,25.0,,,,0,false
28636,RIDE_20260416_102808,2026-04-16 10:38:16.686768+00,83.3,28.6,160.0,1.0,LOW,13.71,84.2,0.0,0.0,25.0,,,,0,false
28637,RIDE_20260416_102808,2026-04-16 10:38:17.687231+00,80.7,27.5,158.7,1.0,LOW,13.71,84.2,0.0,0.0,25.0,,,,0,false
28638,RIDE_20260416_102808,2026-04-16 10:38:18.68872+00,73.7,25.6,163.9,1.0,LOW,13.71,84.2,0.0,0.0,25.0,,,,0,false
28639,RIDE_20260416_102808,2026-04-16 10:38:19.690407+00,78.7,24.3,168.0,2.5,LOW,13.71,84.2,0.0,0.0,25.0,,,,0,false
28640,RIDE_20260416_102808,2026-04-16 10:38:20.692182+00,75.7,23.2,143.5,2.5,LOW,13.71,84.2,0.0,0.0,25.0,,,,0,false
28641,RIDE_20260416_102808,2026-04-16 10:38:21.696125+00,78.6,22.9,156.3,2.5,LOW,13.71,84.2,0.0,0.0,25.0,,,,0,false
28642,RIDE_20260416_102808,2026-04-16 10:38:22.742989+00,77.8,23.2,167.8,2.5,LOW,13.51,84.12,0.0,0.0,25.0,,,,0,false
28643,RIDE_20260416_102808,2026-04-16 10:38:23.7452+00,78.6,23.4,160.0,2.5,LOW,13.51,84.12,0.0,0.0,25.0,,,,0,false
28644,RIDE_20260416_102808,2026-04-16 10:38:24.747158+00,82.6,23.8,151.5,2.5,LOW,13.51,84.12,0.0,0.0,25.0,,,,0,false
28645,RIDE_20260416_102808,2026-04-16 10:38:25.749699+00,59.9,24.4,149.2,2.5,LOW,13.51,84.12,0.0,0.0,25.0,,,,0,false
28646,RIDE_20260416_102808,2026-04-16 10:38:26.751157+00,65.2,24.4,149.8,2.5,LOW,13.51,84.12,0.0,0.0,25.0,,,,0,false
28647,RIDE_20260416_102808,2026-04-16 10:38:27.752748+00,69.5,25.4,151.4,1.0,LOW,13.51,84.12,0.0,0.0,25.0,,,,0,false
28648,RIDE_20260416_102808,2026-04-16 10:38:28.754366+00,72.6,26.1,144.8,1.0,LOW,13.51,84.12,0.0,0.0,25.0,,,,0,false
28649,RIDE_20260416_102808,2026-04-16 10:38:29.756514+00,71.8,27.2,168.8,1.0,LOW,13.51,84.12,0.0,0.0,25.0,,,,0,false
28650,RIDE_20260416_102808,2026-04-16 10:38:30.758438+00,78.1,28.2,169.9,1.0,LOW,13.51,84.12,0.0,0.0,25.0,,,,0,false
28651,RIDE_20260416_102808,2026-04-16 10:38:31.760941+00,59.3,28.9,155.5,1.0,LOW,13.51,84.12,0.0,0.0,25.0,,,,0,false
28652,RIDE_20260416_102808,2026-04-16 10:38:32.814071+00,0.0,29.5,145.5,1.0,LOW,13.49,83.66,0.0,0.0,25.0,,,,0,false
28653,RIDE_20260416_102808,2026-04-16 10:38:33.814362+00,0.0,29.9,138.2,1.0,LOW,13.49,83.66,0.0,0.0,25.0,,,,0,false
28654,RIDE_20260416_102808,2026-04-16 10:38:34.816012+00,0.0,30.3,129.8,1.0,LOW,13.49,83.66,0.0,0.0,25.0,,,,0,false
28655,RIDE_20260416_102808,2026-04-16 10:38:35.818315+00,79.0,29.9,145.0,1.0,LOW,13.49,83.66,0.0,0.0,25.0,,,,0,false
28656,RIDE_20260416_102808,2026-04-16 10:38:36.823833+00,80.5,30.1,156.3,1.0,LOW,13.49,83.66,0.0,0.0,25.0,,,,0,false
28657,RIDE_20260416_102808,2026-04-16 10:38:37.827291+00,79.8,30.4,166.3,1.0,LOW,13.49,83.66,0.0,0.0,25.0,,,,0,false
28658,RIDE_20260416_102808,2026-04-16 10:38:38.829053+00,82.0,30.9,163.1,1.0,LOW,13.49,83.66,0.0,0.0,25.0,,,,0,false
28659,RIDE_20260416_102808,2026-04-16 10:38:39.832218+00,86.4,30.6,168.4,1.0,LOW,13.49,83.66,0.0,0.0,25.0,,,,0,false
28660,RIDE_20260416_102808,2026-04-16 10:38:40.840267+00,81.5,30.7,169.6,1.0,LOW,13.49,83.66,0.0,0.0,25.0,,,,0,false
28661,RIDE_20260416_102808,2026-04-16 10:38:41.849405+00,80.5,30.5,176.7,1.0,LOW,13.49,83.66,0.0,0.0,25.0,,,,0,false
28662,RIDE_20260416_102808,2026-04-16 10:38:42.898408+00,50.7,30.3,168.7,1.0,LOW,13.35,83.61,0.0,0.0,25.0,,,,0,false
28663,RIDE_20260416_102808,2026-04-16 10:38:43.90058+00,83.0,29.4,180.4,1.0,LOW,13.35,83.61,0.0,0.0,25.0,,,,0,false
28664,RIDE_20260416_102808,2026-04-16 10:38:44.902163+00,80.7,30.2,173.7,1.0,LOW,13.35,83.61,0.0,0.0,25.0,,,,0,false
28665,RIDE_20260416_102808,2026-04-16 10:38:45.903504+00,77.2,29.4,168.7,1.0,LOW,13.35,83.61,0.0,0.0,25.0,,,,0,false
28666,RIDE_20260416_102808,2026-04-16 10:38:46.905196+00,80.8,29.3,162.0,1.0,LOW,13.35,83.61,0.0,0.0,25.0,,,,0,false
28667,RIDE_20260416_102808,2026-04-16 10:38:47.907356+00,79.1,29.2,156.2,1.0,LOW,13.35,83.61,0.0,0.0,25.0,,,,0,false
28668,RIDE_20260416_102808,2026-04-16 10:38:48.908684+00,76.0,29.1,160.0,1.0,LOW,13.35,83.61,0.0,0.0,25.0,,,,0,false
28669,RIDE_20260416_102808,2026-04-16 10:38:49.910587+00,77.0,28.9,166.0,1.0,LOW,13.35,83.61,0.0,0.0,25.0,,,,0,false
28670,RIDE_20260416_102808,2026-04-16 10:38:50.91233+00,74.2,28.7,186.7,1.0,LOW,13.35,83.61,0.0,0.0,25.0,,,,0,false
28671,RIDE_20260416_102808,2026-04-16 10:38:51.916445+00,75.4,28.1,174.5,1.0,LOW,13.35,83.61,0.0,0.0,25.0,,,,0,false
28672,RIDE_20260416_102808,2026-04-16 10:38:52.963968+00,71.4,27.7,187.1,1.0,LOW,13.38,84.0,0.0,0.0,25.0,,,,0,false
28673,RIDE_20260416_102808,2026-04-16 10:38:53.965137+00,71.4,26.6,166.3,1.0,LOW,13.38,84.0,0.0,0.0,25.0,,,,0,false
28674,RIDE_20260416_102808,2026-04-16 10:38:54.966994+00,69.8,26.6,157.2,1.0,LOW,13.38,84.0,0.0,0.0,25.0,,,,0,false
28675,RIDE_20260416_102808,2026-04-16 10:38:55.968669+00,70.4,26.4,172.5,1.0,LOW,13.38,84.0,0.0,0.0,25.0,,,,0,false
28676,RIDE_20260416_102808,2026-04-16 10:38:56.974117+00,68.2,25.4,163.6,1.0,LOW,13.38,84.0,0.0,0.0,25.0,,,,0,false
28677,RIDE_20260416_102808,2026-04-16 10:38:57.972303+00,68.1,25.4,164.6,1.0,LOW,13.38,84.0,0.0,0.0,25.0,,,,0,false
28678,RIDE_20260416_102808,2026-04-16 10:38:58.974179+00,66.0,25.4,166.5,1.0,LOW,13.38,84.0,0.0,0.0,25.0,,,,0,false
28679,RIDE_20260416_102808,2026-04-16 10:38:59.976078+00,67.3,25.0,171.6,1.0,LOW,13.38,84.0,0.0,0.0,25.0,,,,0,false
28680,RIDE_20260416_102808,2026-04-16 10:39:00.978166+00,66.9,24.8,178.0,2.5,LOW,13.38,84.0,0.0,0.0,25.0,,,,0,false
28681,RIDE_20260416_102808,2026-04-16 10:39:01.980971+00,64.0,24.5,171.8,2.5,LOW,13.38,84.0,0.0,0.0,25.0,,,,0,false
28682,RIDE_20260416_102808,2026-04-16 10:39:03.02918+00,71.3,23.7,168.3,2.5,LOW,13.29,83.6,0.0,0.0,25.0,,,,0,false
28683,RIDE_20260416_102808,2026-04-16 10:39:04.031271+00,71.7,23.6,161.7,2.5,LOW,13.29,83.6,0.0,0.0,25.0,,,,0,false
28684,RIDE_20260416_102808,2026-04-16 10:39:05.033013+00,75.6,23.4,176.8,2.5,LOW,13.29,83.6,0.0,0.0,25.0,,,,0,false
28685,RIDE_20260416_102808,2026-04-16 10:39:06.035144+00,42.3,22.9,169.4,2.5,LOW,13.29,83.6,0.0,0.0,25.0,,,,0,false
28686,RIDE_20260416_102808,2026-04-16 10:39:07.036501+00,12.9,21.7,155.9,1.0,LOW,13.29,83.6,0.0,0.0,25.0,,,,0,false
28687,RIDE_20260416_102808,2026-04-16 10:39:08.041807+00,0.0,20.9,151.3,1.0,LOW,13.29,83.6,0.0,0.0,25.0,,,,0,false
28688,RIDE_20260416_102808,2026-04-16 10:39:09.044475+00,0.0,20.3,147.9,1.0,LOW,13.29,83.6,0.0,0.0,25.0,,,,0,false
28689,RIDE_20260416_102808,2026-04-16 10:39:10.045979+00,64.3,18.9,172.3,2.5,LOW,13.29,83.6,0.0,0.0,25.0,,,,0,false
28690,RIDE_20260416_102808,2026-04-16 10:39:11.047318+00,66.8,19.1,173.4,2.5,LOW,13.29,83.6,0.0,0.0,25.0,,,,0,false
28691,RIDE_20260416_102808,2026-04-16 10:39:12.050405+00,69.7,20.6,168.8,2.5,LOW,13.29,83.6,0.0,0.0,25.0,,,,0,false
28692,RIDE_20260416_102808,2026-04-16 10:39:13.104035+00,79.5,22.3,148.6,2.5,LOW,13.43,84.28,0.0,0.0,25.0,,,,0,false
28693,RIDE_20260416_102808,2026-04-16 10:39:14.105903+00,83.3,24.1,173.4,2.5,LOW,13.43,84.28,0.0,0.0,25.0,,,,0,false
28694,RIDE_20260416_102808,2026-04-16 10:39:15.108976+00,87.4,25.8,181.0,1.0,LOW,13.43,84.28,0.0,0.0,25.0,,,,0,false
28695,RIDE_20260416_102808,2026-04-16 10:39:16.111134+00,88.3,25.8,181.3,1.0,LOW,13.43,84.28,0.0,0.0,25.0,,,,0,false
28696,RIDE_20260416_102808,2026-04-16 10:39:17.112535+00,87.1,25.6,174.3,1.0,LOW,13.43,84.28,0.0,0.0,25.0,,,,0,false
28697,RIDE_20260416_102808,2026-04-16 10:39:18.11721+00,86.8,25.5,179.6,1.0,LOW,13.43,84.28,0.0,0.0,25.0,,,,0,false
28698,RIDE_20260416_102808,2026-04-16 10:39:19.117174+00,63.3,25.6,179.4,1.0,LOW,13.43,84.28,0.0,0.0,25.0,,,,0,false
28699,RIDE_20260416_102808,2026-04-16 10:39:20.119148+00,75.3,25.0,185.2,2.5,LOW,13.43,84.28,0.0,0.0,25.0,,,,0,false
28700,RIDE_20260416_102808,2026-04-16 10:39:21.120959+00,72.3,24.5,190.8,2.5,LOW,13.43,84.28,0.0,0.0,25.0,,,,0,false
28701,RIDE_20260416_102808,2026-04-16 10:39:22.122599+00,73.9,24.6,168.9,2.5,LOW,13.43,84.28,0.0,0.0,25.0,,,,0,false
28702,RIDE_20260416_102808,2026-04-16 10:39:23.171684+00,72.5,24.4,161.4,2.5,LOW,13.4,84.08,0.0,0.0,25.0,,,,0,false
28703,RIDE_20260416_102808,2026-04-16 10:39:24.175003+00,73.8,24.4,190.6,2.5,LOW,13.4,84.08,0.0,0.0,25.0,,,,0,false
28704,RIDE_20260416_102808,2026-04-16 10:39:25.177205+00,70.8,24.1,178.9,2.5,LOW,13.4,84.08,0.0,0.0,25.0,,,,0,false
28705,RIDE_20260416_102808,2026-04-16 10:39:26.183822+00,68.7,23.6,174.9,2.5,LOW,13.4,84.08,0.0,0.0,25.0,,,,0,false
28706,RIDE_20260416_102808,2026-04-16 10:39:27.185824+00,42.9,22.9,180.5,2.5,LOW,13.4,84.08,0.0,0.0,25.0,,,,0,false
28707,RIDE_20260416_102808,2026-04-16 10:39:28.189155+00,22.6,22.1,167.2,1.0,LOW,13.4,84.08,0.0,0.0,25.0,,,,0,false
28708,RIDE_20260416_102808,2026-04-16 10:39:29.194658+00,0.0,20.9,131.5,1.0,LOW,13.4,84.08,0.0,0.0,25.0,,,,0,false
28709,RIDE_20260416_102808,2026-04-16 10:39:30.196355+00,4.5,20.0,159.2,1.0,LOW,13.4,84.08,0.0,0.0,25.0,,,,0,false
28710,RIDE_20260416_102808,2026-04-16 10:39:31.198215+00,6.9,17.1,143.6,1.0,LOW,13.4,84.08,0.0,0.0,25.0,,,,0,false
28711,RIDE_20260416_102808,2026-04-16 10:39:32.20125+00,6.9,15.8,113.1,1.0,LOW,13.4,84.08,0.0,0.0,25.0,,,,0,false
28712,RIDE_20260416_102808,2026-04-16 10:39:33.250159+00,48.0,14.8,167.5,2.5,LOW,13.4,84.31,0.0,0.0,25.0,,,,0,false
28713,RIDE_20260416_102808,2026-04-16 10:39:34.251182+00,70.6,14.8,175.4,2.5,LOW,13.4,84.31,0.0,0.0,25.0,,,,0,false
28714,RIDE_20260416_102808,2026-04-16 10:39:35.253271+00,62.6,14.9,174.2,2.5,LOW,13.4,84.31,0.0,0.0,25.0,,,,0,false
28715,RIDE_20260416_102808,2026-04-16 10:39:36.254871+00,68.2,16.2,189.2,2.5,LOW,13.4,84.31,0.0,0.0,25.0,,,,0,false
28716,RIDE_20260416_102808,2026-04-16 10:39:37.258254+00,72.1,17.6,184.9,1.0,LOW,13.4,84.31,0.0,0.0,25.0,,,,0,false
28717,RIDE_20260416_102808,2026-04-16 10:39:38.258818+00,63.5,15.4,183.5,2.5,LOW,13.4,84.31,0.0,0.0,25.0,,,,0,false
28718,RIDE_20260416_102808,2026-04-16 10:39:39.260852+00,75.3,17.7,177.5,2.5,LOW,13.4,84.31,0.0,0.0,25.0,,,,0,false
28719,RIDE_20260416_102808,2026-04-16 10:39:40.262835+00,353.5,20.6,186.6,1.0,LOW,13.4,84.31,0.0,0.0,25.0,,,,0,false
28720,RIDE_20260416_102808,2026-04-16 10:39:41.264934+00,71.2,21.0,182.7,2.5,LOW,13.4,84.31,0.0,0.0,25.0,,,,0,false
28721,RIDE_20260416_102808,2026-04-16 10:39:42.267045+00,76.1,22.2,183.2,2.5,LOW,13.4,84.31,0.0,0.0,25.0,,,,0,false
28722,RIDE_20260416_102808,2026-04-16 10:39:43.316717+00,79.0,23.6,185.1,2.5,LOW,13.46,84.52,0.0,0.0,25.0,,,,0,false
28723,RIDE_20260416_102808,2026-04-16 10:39:44.319786+00,81.4,24.3,175.3,2.5,LOW,13.46,84.52,0.0,0.0,24.0,,,,0,false
28724,RIDE_20260416_102808,2026-04-16 10:39:45.321364+00,84.1,24.3,179.1,2.5,LOW,13.46,84.52,0.0,0.0,24.0,,,,0,false
28725,RIDE_20260416_102808,2026-04-16 10:39:46.323493+00,358.1,24.7,180.4,1.0,LOW,13.46,84.52,0.0,0.0,24.0,,,,0,false
28726,RIDE_20260416_102808,2026-04-16 10:39:47.327699+00,80.5,24.6,172.4,2.5,LOW,13.46,84.52,0.0,0.0,24.0,,,,0,false
28727,RIDE_20260416_102808,2026-04-16 10:39:48.330074+00,110.4,24.9,181.6,2.5,LOW,13.46,84.52,0.0,0.0,24.0,,,,0,false
28728,RIDE_20260416_102808,2026-04-16 10:39:49.331761+00,72.5,24.6,172.4,2.5,LOW,13.46,84.52,0.0,0.0,24.0,,,,0,false
28729,RIDE_20260416_102808,2026-04-16 10:39:50.333078+00,72.2,24.1,178.8,2.5,LOW,13.46,84.52,0.0,0.0,24.0,,,,0,false
28730,RIDE_20260416_102808,2026-04-16 10:39:51.334741+00,69.4,23.9,168.9,2.5,LOW,13.46,84.52,0.0,0.0,24.0,,,,0,false
28731,RIDE_20260416_102808,2026-04-16 10:39:52.336549+00,59.0,23.6,183.3,2.5,LOW,13.46,84.52,0.0,0.0,24.0,,,,0,false
28732,RIDE_20260416_102808,2026-04-16 10:39:53.387533+00,64.4,23.1,178.6,2.5,LOW,13.31,84.61,0.0,0.0,24.0,,,,0,false
28733,RIDE_20260416_102808,2026-04-16 10:39:54.387659+00,69.5,22.7,187.2,2.5,LOW,13.31,84.61,0.0,0.0,24.0,,,,0,false
28734,RIDE_20260416_102808,2026-04-16 10:39:55.390097+00,67.0,23.0,173.9,2.5,LOW,13.31,84.61,0.0,0.0,24.0,,,,0,false
28735,RIDE_20260416_102808,2026-04-16 10:39:56.391994+00,96.1,23.6,170.3,2.5,LOW,13.31,84.61,0.0,0.0,24.0,,,,0,false
28736,RIDE_20260416_102808,2026-04-16 10:39:57.39411+00,72.5,24.5,190.3,2.5,LOW,13.31,84.61,0.0,0.0,24.0,,,,0,false
28737,RIDE_20260416_102808,2026-04-16 10:39:58.397271+00,71.0,24.4,167.6,2.5,LOW,13.31,84.61,0.0,0.0,24.0,,,,0,false
28738,RIDE_20260416_102808,2026-04-16 10:39:59.398964+00,74.1,24.5,149.1,2.5,LOW,13.31,84.61,0.0,0.0,24.0,,,,0,false
28739,RIDE_20260416_102808,2026-04-16 10:40:00.403357+00,325.6,24.2,186.9,1.0,LOW,13.31,84.61,0.0,0.0,24.0,,,,0,false
28740,RIDE_20260416_102808,2026-04-16 10:40:01.402868+00,293.3,24.1,166.9,1.0,LOW,13.31,84.61,0.0,0.0,24.0,,,,0,false
28741,RIDE_20260416_102808,2026-04-16 10:40:02.406088+00,72.3,24.2,177.5,2.5,LOW,13.31,84.61,0.0,0.0,24.0,,,,0,false
28742,RIDE_20260416_102808,2026-04-16 10:40:03.452645+00,73.8,24.2,190.1,2.5,LOW,13.44,85.5,0.0,0.0,24.0,,,,0,false
28743,RIDE_20260416_102808,2026-04-16 10:40:04.455113+00,73.9,24.4,174.8,2.5,LOW,13.44,85.5,0.0,0.0,24.0,,,,0,false
28744,RIDE_20260416_102808,2026-04-16 10:40:05.456491+00,75.3,24.5,154.1,2.5,LOW,13.44,85.5,0.0,0.0,24.0,,,,0,false
28745,RIDE_20260416_102808,2026-04-16 10:40:06.458027+00,73.8,24.6,146.5,2.5,LOW,13.44,85.5,0.0,0.0,24.0,,,,0,false
28746,RIDE_20260416_102808,2026-04-16 10:40:07.45994+00,73.6,24.8,146.8,2.5,LOW,13.44,85.5,0.0,0.0,24.0,,,,0,false
28747,RIDE_20260416_102808,2026-04-16 10:40:08.461753+00,74.4,25.0,150.1,2.5,LOW,13.44,85.5,0.0,0.0,24.0,,,,0,false
28748,RIDE_20260416_102808,2026-04-16 10:40:09.463982+00,78.7,25.3,146.0,1.0,LOW,13.44,85.5,0.0,0.0,24.0,,,,0,false
28749,RIDE_20260416_102808,2026-04-16 10:40:10.467801+00,76.3,25.3,138.3,1.0,LOW,13.44,85.5,0.0,0.0,24.0,,,,0,false
28750,RIDE_20260416_102808,2026-04-16 10:40:11.469793+00,78.8,25.0,166.8,2.5,LOW,13.44,85.5,0.0,0.0,24.0,,,,0,false
28751,RIDE_20260416_102808,2026-04-16 10:40:12.47004+00,75.6,25.4,172.6,1.0,LOW,13.44,85.5,0.0,0.0,24.0,,,,0,false
28752,RIDE_20260416_102808,2026-04-16 10:40:13.518708+00,76.0,25.5,186.3,1.0,LOW,13.34,85.25,0.0,0.0,24.0,,,,0,false
28753,RIDE_20260416_102808,2026-04-16 10:40:14.520365+00,77.1,25.6,177.6,1.0,LOW,13.34,85.25,0.0,0.0,24.0,,,,0,false
28754,RIDE_20260416_102808,2026-04-16 10:40:15.524605+00,77.2,25.6,189.8,1.0,LOW,13.34,85.25,0.0,0.0,24.0,,,,0,false
28755,RIDE_20260416_102808,2026-04-16 10:40:16.525932+00,77.2,25.8,181.5,1.0,LOW,13.34,85.25,0.0,0.0,24.0,,,,0,false
28756,RIDE_20260416_102808,2026-04-16 10:40:17.527947+00,325.1,25.6,176.9,1.0,LOW,13.34,85.25,0.0,0.0,24.0,,,,0,false
28757,RIDE_20260416_102808,2026-04-16 10:40:18.530213+00,79.9,25.7,188.1,1.0,LOW,13.34,85.25,0.0,0.0,24.0,,,,0,false
28758,RIDE_20260416_102808,2026-04-16 10:40:19.531509+00,78.8,25.8,186.4,1.0,LOW,13.34,85.25,0.0,0.0,24.0,,,,0,false
28759,RIDE_20260416_102808,2026-04-16 10:40:20.53396+00,80.4,26.1,186.9,1.0,LOW,13.34,85.25,0.0,0.0,24.0,,,,0,false
28760,RIDE_20260416_102808,2026-04-16 10:40:21.537941+00,81.4,26.2,188.5,1.0,LOW,13.34,85.25,0.0,0.0,24.0,,,,0,false
28761,RIDE_20260416_102808,2026-04-16 10:40:22.539609+00,77.2,26.2,186.3,1.0,LOW,13.34,85.25,0.0,0.0,24.0,,,,0,false
28762,RIDE_20260416_102808,2026-04-16 10:40:23.588622+00,79.3,25.9,185.9,1.0,LOW,13.29,85.32,0.0,0.0,24.0,,,,0,false
28763,RIDE_20260416_102808,2026-04-16 10:40:24.590572+00,77.0,25.7,171.9,1.0,LOW,13.29,85.32,0.0,0.0,24.0,,,,0,false
28764,RIDE_20260416_102808,2026-04-16 10:40:25.592185+00,75.3,25.3,190.5,1.0,LOW,13.29,85.32,0.0,0.0,24.0,,,,0,false
28765,RIDE_20260416_102808,2026-04-16 10:40:26.594056+00,76.9,25.2,175.9,1.0,LOW,13.29,85.32,0.0,0.0,24.0,,,,0,false
28766,RIDE_20260416_102808,2026-04-16 10:40:27.595711+00,75.0,25.1,154.3,1.0,LOW,13.29,85.32,0.0,0.0,24.0,,,,0,false
28767,RIDE_20260416_102808,2026-04-16 10:40:28.597675+00,77.1,25.2,168.4,1.0,LOW,13.29,85.32,0.0,0.0,24.0,,,,0,false
28768,RIDE_20260416_102808,2026-04-16 10:40:29.599906+00,75.3,25.4,185.9,1.0,LOW,13.29,85.32,0.0,0.0,24.0,,,,0,false
28769,RIDE_20260416_102808,2026-04-16 10:40:30.601232+00,77.4,25.6,160.8,1.0,LOW,13.29,85.32,0.0,0.0,24.0,,,,0,false
28770,RIDE_20260416_102808,2026-04-16 10:40:31.604158+00,76.3,25.5,187.1,1.0,LOW,13.29,85.32,0.0,0.0,24.0,,,,0,false
28771,RIDE_20260416_102808,2026-04-16 10:40:32.607639+00,75.7,25.3,163.0,1.0,LOW,13.29,85.32,0.0,0.0,24.0,,,,0,false
28772,RIDE_20260416_102808,2026-04-16 10:40:33.658837+00,78.8,25.3,187.1,1.0,LOW,13.19,85.48,0.0,0.0,24.0,,,,0,false
28773,RIDE_20260416_102808,2026-04-16 10:40:34.660036+00,75.4,25.2,171.3,1.0,LOW,13.19,85.48,0.0,0.0,24.0,,,,0,false
28774,RIDE_20260416_102808,2026-04-16 10:40:35.665821+00,77.1,25.1,147.2,1.0,LOW,13.19,85.48,0.0,0.0,24.0,,,,0,false
28775,RIDE_20260416_102808,2026-04-16 10:40:36.668114+00,75.3,25.2,191.3,1.0,LOW,13.19,85.48,0.0,0.0,24.0,,,,0,false
28776,RIDE_20260416_102808,2026-04-16 10:40:37.669561+00,78.7,25.6,175.1,1.0,LOW,13.19,85.48,0.0,0.0,24.0,,,,0,false
