id,ride_id,timestamp,rpm,speed_kph,torque_nm,voltage_out,battery_voltage_v,motor_current_a,motor_power_w,power_band,temp_c,humidity_pct,fluid_loss_l,sweat_rate_l_hr,skin_temp_c,ml_sweat_probability,sweat_reduction_active
626,RIDE_20260526_154715,2026-05-26 15:47:57.495822+00,47.7,16.4,54.2,2.4,38.52,0.07,2.7,LOW,38.15,22.85,0,0,39,0.06,false
627,RIDE_20260526_154715,2026-05-26 15:47:58.653807+00,48.2,17.1,46,2.25,38.48,0.25,9.62,LOW,38.15,22.85,0,0,39,0.11,false
628,RIDE_20260526_154715,2026-05-26 15:47:59.810796+00,64.7,18.4,80,2.5,38.5,0.21,8.08,LOW,38.15,22.85,0,0,39,0.1897,false
629,RIDE_20260526_154715,2026-05-26 15:48:00.982279+00,65.7,19.9,65.4,2.5,38.44,0.39,14.99,LOW,38.15,22.85,0,0,39,0.1397,false
630,RIDE_20260526_154715,2026-05-26 15:48:02.157841+00,60.5,21,56.7,2.44,38.48,0.27,10.39,LOW,38.15,22.85,0,0,39,0.0297,false
631,RIDE_20260526_154715,2026-05-26 15:48:03.313376+00,81.8,21.3,51,2.34,38.49,0.23,8.85,LOW,38.15,22.85,0,0,39,0.0297,false
632,RIDE_20260526_154715,2026-05-26 15:48:04.484353+00,74.6,21.5,43.4,2.2,38.49,0.21,8.08,LOW,38.15,22.85,0,0,39,0.0297,false
633,RIDE_20260526_154715,2026-05-26 15:48:05.66044+00,70.5,21.2,42.1,2.18,38.5,0.21,8.08,LOW,38.15,22.85,0,0,39,0.0297,false
634,RIDE_20260526_154715,2026-05-26 15:48:06.824242+00,74.5,21.5,42.7,2.18,38.51,0.18,6.93,LOW,38.15,22.85,0,0,39,0.0297,false
635,RIDE_20260526_154715,2026-05-26 15:48:08.029455+00,69.3,21.7,35.4,2.05,38.5,0.2,7.7,LOW,38.39,22.63,0,0,39,0.0297,false
636,RIDE_20260526_154715,2026-05-26 15:48:09.210557+00,70.4,22.6,45.4,2.23,38.51,0.18,6.93,LOW,38.39,22.63,0,0,39,0.0107,false
637,RIDE_20260526_154715,2026-05-26 15:48:10.389193+00,72.8,23,45.3,2.23,38.49,0.24,9.24,LOW,38.39,22.63,0,0,39,0.0107,false
638,RIDE_20260526_154715,2026-05-26 15:48:11.554909+00,65.5,22.7,39.1,2.12,38.5,0.2,7.7,LOW,38.39,22.63,0,0,39,0.0107,false
639,RIDE_20260526_154715,2026-05-26 15:48:12.732337+00,64.5,22.6,41.2,2.16,38.5,0.19,7.32,LOW,38.39,22.63,0,0,39,0.0107,false
640,RIDE_20260526_154715,2026-05-26 15:48:13.901225+00,67.6,21.7,38.6,2.11,38.5,0.19,7.32,LOW,38.39,22.63,0,0,39,0.0107,false
641,RIDE_20260526_154715,2026-05-26 15:48:15.073809+00,61.3,21.5,44.7,2.22,38.51,0.18,6.93,LOW,38.39,22.63,0,0,39,0.0107,false
642,RIDE_20260526_154715,2026-05-26 15:48:16.247008+00,63.5,21.2,45.7,2.24,38.5,0.2,7.7,LOW,38.39,22.63,0,0,39,0.0107,false
